#{"t_start": 1710787735.6762125, "env_id": "None"}
r,l,t
-850.9,47,1041.874073
-1352.0,58,1042.006923
-2107.5,78,1042.145457
-2807.5,92,1042.327253
-194.3,28,1042.383031
-1703.1,66,1042.509661
-3107.5,98,1042.651579
-547.6,38,1042.710064
-798.7,44,1042.789212
-2002.0,71,1042.967862
-346.5,33,1045.520915
-1606.4,67,1045.620528
-195.4,29,1045.675285
-1602.0,63,1045.836938
-2154.2,76,1046.010465
-196.5,30,1046.064827
-2104.2,75,1046.158495
-2454.2,82,1046.278452
-4407.5,124,1046.485187
-4158.6,120,1046.586489
-7108.6,179,1046.745198
-1553.1,63,1046.812629
-2103.1,74,1046.949659
-3608.6,109,1047.15398
-1704.2,67,1047.330296
-799.8,45,1047.396473
-905.3,52,1047.496997
-1853.1,69,1047.679192
-1050.9,51,1047.772339
-645.4,38,1047.811865
-9558.6,228,1048.037498
-2406.4,83,1048.111531
-847.6,44,1048.153819
-549.8,40,1048.22736
-2304.2,79,1048.366676
-89.9,22,1048.383827
-702.0,45,1048.416179
-903.1,50,1048.478499
-1953.1,71,1050.743497
-141.0,24,1050.779012
-41.0,22,1050.822409
-3106.4,97,1050.97952
-242.1,27,1051.043372
-1003.1,52,1051.113398
-1147.6,50,1051.180436
-1650.9,63,1051.309142
-88.8,21,1051.351692
-1302.0,57,1051.45964
-1104.2,55,1051.507125
-849.8,46,1051.561119
-1303.1,58,1051.700181
-995.4,45,1051.812752
-545.4,36,1051.889505
-1655.3,67,1052.013386
-597.6,39,1052.086648
-2956.4,94,1052.229753
-597.6,39,1052.283756
-695.4,39,1052.332823
-948.7,47,1052.399158
-1400.9,58,1052.531651
-2857.5,93,1052.706139
-3007.5,96,1052.84104
-1853.1,69,1052.938112
-498.7,38,1052.981723
-1005.3,54,1053.047672
-2456.4,84,1053.130743
-1053.1,53,1053.186604
-1148.7,51,1053.307976
-1505.3,64,1053.440238
-1703.1,66,1053.522014
-2205.3,78,1053.616579
-645.4,38,1053.669232
-1954.2,72,1053.843029
-644.3,37,1053.948618
-1652.0,64,1054.054269
-2756.4,90,1056.687775
-1305.3,60,1056.754871
-3258.6,102,1056.881256
-2655.3,87,1057.01155
-797.6,43,1057.091988
-594.3,36,1057.193507
-1304.2,59,1057.33389
-1108.6,59,1057.445871
-396.5,34,1057.537443
-1855.3,71,1057.721446
-1003.1,52,1057.814424
-947.6,46,1057.892531
-5758.6,152,1058.127286
-1704.2,67,1058.213485
-4006.4,115,1058.585874
-1048.7,49,1058.640898
-2855.3,91,1058.811168
-1153.1,55,1058.940287
-1049.8,50,1059.029975
-545.4,36,1059.09849
-649.8,42,1059.182624
-399.8,37,1059.250674
-597.6,39,1059.29909
-284.4,21,1059.327498
-545.4,36,1059.393395
-698.7,42,1059.482736
-550.9,41,1059.557252
-350.9,37,1059.627238
-2956.4,94,1059.809483
-3408.6,105,1059.977266
-198.7,32,1060.015946
-1505.3,64,1060.125351
-597.6,39,1060.201047
-1355.3,61,1060.345888
-1002.0,51,1063.514848
-999.8,49,1063.582649
-747.6,42,1063.644902
-1603.1,64,1063.720744
-344.3,31,1063.769551
-802.0,47,1063.906678
-3406.4,103,1064.227306
-1756.4,70,1064.378629
-2558.6,88,1064.511631
-446.5,35,1064.556559
-2155.3,77,1064.671151
-2157.5,79,1064.760791
-2958.6,96,1064.898197
-599.8,41,1064.952941
-2506.4,85,1065.076512
-4307.5,122,1065.290104
-498.7,38,1065.343045
-3258.6,102,1065.48409
-1153.1,55,1065.562995
-354.2,40,1065.620148
-1950.9,69,1065.702584
-748.7,43,1065.754867
-748.7,43,1065.847175
-896.5,44,1065.908151
-650.9,43,1065.985497
-194.3,28,1066.054306
-1147.6,50,1066.187339
-2205.3,78,1066.346476
-1504.2,63,1066.462278
-1199.8,53,1066.536906
-999.8,49,1066.590203
-902.0,49,1066.661918
-2556.4,86,1066.81689
-1907.5,74,1069.318221
-2905.3,92,1069.44631
-3607.5,108,1069.602669
-1353.1,59,1069.730582
-747.6,42,1069.820575
-652.0,44,1069.930491
-4657.5,129,1070.07307
-3156.4,98,1070.221104
-1054.2,54,1070.312119
-1804.2,69,1070.41903
-1955.3,73,1070.551582
-2708.6,91,1070.683848
-596.5,38,1070.727667
-803.1,48,1070.853406
-498.7,38,1070.927481
-2452.0,80,1071.121421
-750.9,45,1071.176311
-3756.4,110,1071.318864
-599.8,41,1071.398042
-1654.2,66,1071.55493
-2249.8,74,1071.712637
-699.8,43,1071.793818
-1404.2,61,1071.929142
-2003.1,72,1072.072261
-191.0,25,1072.118114
-5557.5,147,1072.32455
-1253.1,57,1072.398065
-1505.3,64,1072.514787
-852.0,48,1072.639929
-2458.6,86,1072.737939
-695.4,39,1075.214082
-1200.9,54,1075.289922
-1802.0,67,1075.393059
-749.8,44,1075.445497
-3807.5,112,1075.608058
-1602.0,63,1075.694826
-603.1,44,1075.764045
-654.2,46,1075.839538
-599.8,41,1075.928823
-1003.1,52,1076.031266
-2304.2,79,1076.157481
-903.1,50,1076.244211
-6108.6,159,1076.427894
-295.4,31,1076.484938
-643.2,36,1076.581703
-850.9,47,1076.650331
-695.4,39,1076.701261
-2355.3,81,1076.827305
-348.7,35,1076.876292
-1606.4,67,1076.956408
-1150.9,53,1077.040076
-900.9,48,1077.128204
-1606.4,67,1077.276793
-1803.1,68,1077.40597
-2055.3,75,1077.500719
-3257.5,101,1077.579503
-2056.4,76,1077.7057
-1904.2,71,1077.863429
-3008.6,97,1078.068708
-898.7,46,1078.161638
-1099.8,51,1078.283337
-497.6,37,1078.348924
-1804.2,69,1078.412717
-1603.1,64,1080.943008
-1052.0,52,1081.01658
-1503.1,62,1081.107644
-5008.6,137,1081.296336
-9458.6,226,1081.531768
-2257.5,81,1081.60788
-697.6,41,1081.666994
-3657.5,109,1081.83684
-3156.4,98,1081.996879
-4456.4,124,1082.23807
-1352.0,58,1082.309866
-3305.3,100,1082.541172
-1197.6,51,1082.618603
-4308.6,123,1082.735741
-3307.5,102,1082.820251
-849.8,46,1082.870913
-1099.8,51,1082.924506
-1455.3,63,1082.972951
-342.1,29,1082.992686
-2654.2,86,1083.104932
-3406.4,103,1083.205071
-1150.9,53,1083.267339
-597.6,39,1083.367557
-1254.2,58,1083.511512
-1357.5,63,1083.635383
-4057.5,117,1086.210477
-695.4,39,1086.276827
-2354.2,80,1086.379371
-1203.1,56,1086.499199
-5107.5,138,1086.748276
-93.2,25,1086.781032
-700.9,44,1086.853083
-1502.0,61,1086.973851
-2505.3,84,1087.08861
-239.9,25,1087.114893
-3407.5,104,1087.232802
-345.4,32,1087.278319
-1200.9,54,1087.409107
-300.9,36,1087.458283
-646.5,39,1087.5016
-2405.3,82,1087.600785
-3606.4,107,1087.713155
-1447.6,56,1087.784686
-800.9,46,1087.88442
-299.8,35,1087.955619
-543.2,34,1088.047336
-394.3,32,1088.137687
-3506.4,105,1088.350816
-342.1,29,1088.391717
-1654.2,66,1088.451576
-196.5,30,1088.4786
-1150.9,53,1088.534644
-1405.3,62,1088.611822
-1654.2,66,1088.70027
-997.6,47,1088.774377
-1904.2,71,1088.883225
-296.5,32,1088.931599
-195.4,29,1088.988676
-1303.1,58,1089.084947
-1454.2,62,1089.139287
-2656.4,88,1091.724411
-1452.0,60,1091.815302
-343.2,30,1091.852077
-3907.5,114,1092.031852
-2407.5,84,1092.202367
-1856.4,72,1092.321803
-648.7,41,1092.398264
-1203.1,56,1092.497811
-89.9,22,1092.542759
-447.6,36,1092.611099
-1550.9,61,1092.727226
-1054.2,54,1092.82887
-2006.4,75,1092.935647
-647.6,40,1093.042564
-953.1,51,1093.153457
-2000.9,70,1093.271971
-2757.5,91,1093.438416
-5057.5,137,1093.631437
-2507.5,86,1093.755029
-1454.2,62,1093.878975
-1355.3,61,1093.952919
-1103.1,54,1094.02239
-1854.2,70,1094.090472
-1655.3,67,1094.171659
-850.9,47,1094.268101
-8507.5,206,1094.563578
-494.3,34,1094.65199
-799.8,45,1094.771307
-1855.3,71,1094.927665
-2407.5,84,1095.035186
-1203.1,56,1097.462496
-388.8,27,1097.50741
-444.3,33,1097.550117
-2156.4,78,1097.665596
-1152.0,54,1097.759897
-543.2,34,1097.852835
-1903.1,70,1098.056533
-853.1,49,1098.185765
-449.8,38,1098.254766
-2756.4,90,1098.372284
-138.8,22,1098.40499
-999.8,49,1098.542992
-342.1,29,1098.63038
-1304.2,59,1098.760071
-2104.2,75,1099.007334
-141.0,24,1099.063656
-1255.3,59,1099.126393
-900.9,48,1099.172116
-799.8,45,1099.221564
-902.0,49,1099.27574
-2404.2,81,1099.40354
-1653.1,65,1099.451502
-2304.2,79,1099.514398
-4008.6,117,1099.692412
-196.5,30,1099.72355
-3358.6,104,1099.872139
-2900.9,88,1099.95506
-3155.3,97,1100.075632
-1452.0,60,1100.195118
-4758.6,132,1100.411541
-4355.3,121,1100.553929
-93.2,25,1100.607399
-604.2,45,1100.688832
-1955.3,73,1103.062091
-448.7,37,1103.112637
-1308.6,63,1103.23254
-696.5,40,1103.284013
-646.5,39,1103.365688
-594.3,36,1103.459179
-1504.2,63,1103.661252
-1553.1,63,1103.74778
-444.3,33,1103.803437
-950.9,49,1103.927411
-4108.6,119,1104.153188
-344.3,31,1104.20605
-2006.4,75,1104.40092
-2155.3,77,1104.518988
-1805.3,70,1104.649781
-1705.3,68,1104.714109
-1253.1,57,1104.763358
-1553.1,63,1104.867792
-3956.4,114,1105.027286
-3805.3,110,1105.123246
-852.0,48,1105.176944
-1804.2,69,1105.300798
-854.2,50,1105.388495
-345.4,32,1105.448847
-3857.5,113,1105.623925
-1505.3,64,1105.690782
-1704.2,67,1105.861099
-1103.1,54,1105.910503
-2006.4,75,1105.99495
-1352.0,58,1106.097911
-1098.7,50,1106.193897
-1499.8,59,1106.304029
-1456.4,64,1106.432352
-441.0,30,1108.826556
-2207.5,80,1108.985788
-795.4,41,1109.052807
15.6,15,1109.07259
-653.1,45,1109.169348
-1407.5,64,1109.301412
-1652.0,64,1109.369382
-2756.4,90,1109.465039
-445.4,34,1109.509266
-2506.4,85,1109.612357
-647.6,40,1109.663172
-192.1,26,1109.695621
-1403.1,60,1109.841924
-1603.1,64,1109.959806
-1452.0,60,1110.063326
-949.8,48,1110.129348
-3007.5,96,1110.238955
-1049.8,50,1110.326789
-2304.2,79,1110.451705
-1654.2,66,1110.570923
-597.6,39,1110.683319
-1502.0,61,1110.849402
-195.4,29,1110.881507
-449.8,38,1110.925917
-695.4,39,1110.987781
-4107.5,118,1111.165813
-3706.4,109,1111.304514
-2054.2,74,1111.538135
-4056.4,116,1111.632993
-1703.1,66,1111.707785
-343.2,30,1111.791385
-12908.6,295,1114.417727
-238.8,24,1114.449776
-648.7,41,1114.506046
-1705.3,68,1114.598252
-395.4,33,1114.647038
-3757.5,111,1114.838682
-5257.5,141,1114.940114
-1099.8,51,1115.019935
-291.0,27,1115.093546
-396.5,34,1115.188733
-6306.4,161,1115.460118
-954.2,52,1115.51683
-699.8,43,1115.611819
-2504.2,83,1115.787433
-598.7,40,1115.838182
-1455.3,63,1115.941854
-1500.9,60,1116.048582
-4108.6,119,1116.241178
-187.7,22,1116.268895
-1252.0,56,1116.319876
-2104.2,75,1116.4312
-2154.2,76,1116.575172
-2407.5,84,1116.696014
-1099.8,51,1116.804751
-598.7,40,1116.878335
-244.3,29,1116.928989
-1053.1,53,1116.988983
-948.7,47,1117.035032
11.2,19,1117.066342
-2702.0,85,1117.199784
-1350.9,57,1117.244464
-2705.3,88,1117.37994
-3206.4,99,1119.807119
-1055.3,55,1119.905743
-1000.9,50,1119.995686
-1252.0,56,1120.086553
-2458.6,86,1120.243896
-746.5,41,1120.331519
-1453.1,61,1120.432319
-1199.8,53,1120.514011
-1106.4,57,1120.650334
-3507.5,106,1120.740219
-294.3,30,1120.775487
-900.9,48,1120.84294
-1955.3,73,1120.916839
-897.6,45,1120.982993
-1150.9,53,1121.047481
-444.3,33,1121.089938
-3606.4,107,1121.192375
-602.0,43,1121.232241
-1503.1,62,1121.296726
-4908.6,135,1121.465687
-999.8,49,1121.54129
-594.3,36,1121.579051
-1154.2,56,1121.634583
64.5,15,1121.654236
-244.3,29,1121.708673
-2256.4,80,1121.827719
-2606.4,87,1121.950107
-2457.5,85,1122.129902
-2456.4,84,1122.317816
-244.3,29,1122.38361
-699.8,43,1122.484467
-4007.5,116,1122.576635
-999.8,49,1122.624194
-1248.7,53,1124.685584
-3153.1,95,1124.814254
-546.5,37,1124.868041
-1355.3,61,1124.958758
-950.9,49,1125.06669
-1904.2,71,1125.194929
-598.7,40,1125.287657
-3507.5,106,1125.541971
-1056.4,56,1125.655202
-295.4,31,1125.711556
-2757.5,91,1125.852158
-1500.9,60,1125.952359
-291.0,27,1126.001843
-2457.5,85,1126.087716
-1049.8,50,1126.140819
-4005.3,114,1126.306158
-1304.2,59,1126.360591
-547.6,38,1126.41628
-9157.5,219,1126.632959
-89.9,22,1126.664936
-1500.9,60,1126.766482
-2753.1,87,1126.871745
-1003.1,52,1126.966647
-2904.2,91,1127.176102
-8358.6,204,1127.436339
-2706.4,89,1127.570391
-3008.6,97,1127.742885
-2105.3,76,1129.921175
-4458.6,126,1130.077624
-3306.4,101,1130.170878
-5857.5,153,1130.336353
-2807.5,92,1130.44968
-846.5,43,1130.519458
-1904.2,71,1130.603846
-3807.5,112,1130.734251
-1703.1,66,1130.813587
-1856.4,72,1130.944899
-1704.2,67,1131.071766
-2050.9,71,1131.240581
-1454.2,62,1131.349459
-1349.8,56,1131.408518
-902.0,49,1131.463434
-1458.6,66,1131.546593
-1050.9,51,1131.647157
-1147.6,50,1131.713116
-699.8,43,1131.772433
-4858.6,134,1131.975228
-1505.3,64,1132.046318
-748.7,43,1132.105609
-293.2,29,1132.137213
-244.3,29,1132.172248
-797.6,43,1132.276574
-5858.6,154,1132.557492
-703.1,46,1132.655442
-1552.0,62,1132.783599
-1204.2,57,1135.042381
-189.9,24,1135.080954
-1800.9,66,1135.19837
-1855.3,71,1135.27563
-1403.1,60,1135.36188
-1304.2,59,1135.508678
-2806.4,91,1135.709776
-1300.9,56,1135.809933
-293.2,29,1135.869091
-348.7,35,1135.953795
-194.3,28,1136.026184
-3056.4,96,1136.128249
-1153.1,55,1136.240844
-1956.4,74,1136.415794
-2506.4,85,1136.497006
-1350.9,57,1136.595459
-849.8,46,1136.679239
-237.7,23,1136.723325
-2954.2,92,1136.935742
-602.0,43,1137.024157
-1100.9,52,1137.121038
-1456.4,64,1137.228712
-1855.3,71,1137.374065
-698.7,42,1137.469536
-1052.0,52,1137.606841
-445.4,34,1137.645428
-2056.4,76,1137.757238
-341.0,28,1137.798202
-1554.2,64,1137.920558
-2255.3,79,1138.094491
-1199.8,53,1138.203989
57.9,21,1138.26003
-1352.0,58,1138.389707
-798.7,44,1138.455863
-4106.4,117,1138.62936
-3056.4,96,1138.731042
-1653.1,65,1141.053574
-744.3,39,1141.100672
-2906.4,93,1141.215333
-1255.3,59,1141.349288
-756.4,50,1141.463719
-1197.6,51,1141.618792
-1906.4,73,1141.763156
-2808.6,93,1141.837347
-1656.4,68,1141.922451
-445.4,34,1142.012886
-1654.2,66,1142.191822
-1703.1,66,1142.322983
-392.1,30,1142.373695
-2156.4,78,1142.504759
-1099.8,51,1142.595504
-1808.6,73,1142.701854
-1403.1,60,1142.768894
-2557.5,87,1142.853983
-1300.9,56,1142.94122
-1054.2,54,1143.045946
-649.8,42,1143.128819
-504.2,43,1143.236912
-749.8,44,1143.319971
-3908.6,115,1143.474639
-598.7,40,1143.546873
-1354.2,60,1143.702171
-2505.3,84,1143.779799
-2952.0,90,1143.886616
-4057.5,117,1144.139727
-648.7,41,1144.176989
-1704.2,67,1144.291231
-797.6,43,1144.402992
-1350.9,57,1147.007666
-698.7,42,1147.06368
-2405.3,82,1147.180203
-1052.0,52,1147.274341
-191.0,25,1147.330575
-1504.2,63,1147.475246
-845.4,42,1147.558802
-1350.9,57,1147.677277
-1603.1,64,1147.751018
-1906.4,73,1147.908608
-2204.2,77,1148.052676
-796.5,42,1148.10536
-1405.3,62,1148.181427
-1104.2,55,1148.297177
-1053.1,53,1148.415829
-449.8,38,1148.472872
-1854.2,70,1148.539933
-696.5,40,1148.583604
-1803.1,68,1148.691566
-142.1,25,1148.727827
-1452.0,60,1148.869561
-2705.3,88,1148.966375
-2857.5,93,1149.070271
-1202.0,55,1149.138863
-2704.2,87,1149.265123
-1703.1,66,1149.372283
-2557.5,87,1149.502508
-1100.9,52,1149.595213
-1455.3,63,1149.71806
-1350.9,57,1149.760643
-645.4,38,1149.803384
-5858.6,154,1150.055577
-1854.2,70,1150.139057
-1354.2,60,1152.422202
-1700.9,64,1152.490863
-650.9,43,1152.551122
-2003.1,72,1152.668289
-2607.5,88,1152.811111
-2907.5,94,1152.904247
-998.7,48,1152.952803
-599.8,41,1153.009235
-8308.6,203,1153.21815
-696.5,40,1153.268895
-1802.0,67,1153.380318
-1052.0,52,1153.459885
-449.8,38,1153.536373
-448.7,37,1153.608909
-391.0,29,1153.667171
-854.2,50,1153.750637
-1357.5,63,1153.840385
-1050.9,51,1153.933574
-1353.1,59,1154.04616
-3253.1,97,1154.233298
-2657.5,89,1154.380697
-4658.6,130,1154.609179
-2204.2,77,1154.752215
-998.7,48,1154.816772
-1003.1,52,1154.868532
-548.7,39,1154.914433
-3256.4,100,1155.021681
-3657.5,109,1155.173516
-2758.6,92,1155.298244
-2357.5,83,1157.672575
-500.9,40,1157.740106
-239.9,25,1157.776929
-3708.6,111,1158.023521
-1352.0,58,1158.150918
-548.7,39,1158.218432
-2107.5,78,1158.359884
-795.4,41,1158.414394
-4207.5,120,1158.608449
-2053.1,73,1158.772638
-1146.5,49,1158.912161
-4808.6,133,1159.144565
-3558.6,108,1159.241407
-498.7,38,1159.297646
-804.2,49,1159.373804
-3256.4,100,1159.527652
-344.3,31,1159.568251
-650.9,43,1159.695236
-2005.3,74,1159.865293
-550.9,41,1159.940942
-1702.0,65,1160.030498
-846.5,43,1160.093374
-899.8,47,1160.179971
-1305.3,60,1160.274438
-2405.3,82,1160.431963
-1199.8,53,1160.529851
-1956.4,74,1160.65774
-245.4,30,1160.692458
-1854.2,70,1160.778305
-1004.2,53,1160.875348
-3356.4,102,1161.035981
-644.3,37,1161.094382
-700.9,44,1163.503201
-1805.3,70,1163.608289
-1305.3,60,1163.707403
-145.4,28,1163.776305
-3007.5,96,1163.929278
-2256.4,80,1164.033136
-746.5,41,1164.091127
-596.5,38,1164.142279
-3807.5,112,1164.245243
-545.4,36,1164.27306
-752.0,46,1164.322319
62.3,17,1164.340082
-1654.2,66,1164.416936
-1705.3,68,1164.496536
-754.2,48,1164.546275
-547.6,38,1164.582561
-1455.3,63,1164.644509
-1153.1,55,1164.694079
-647.6,40,1164.741186
-549.8,40,1164.779439
-2705.3,88,1164.882135
-395.4,33,1164.921576
-1703.1,66,1164.999026
-1499.8,59,1165.054821
-1756.4,70,1165.108115
-197.6,31,1165.14035
13.4,17,1165.157992
-2508.6,87,1165.260708
-1500.9,60,1165.316289
-1252.0,56,1165.382759
-2157.5,79,1165.519459
-189.9,24,1165.552645
-1800.9,66,1165.671821
-448.7,37,1165.754266
-648.7,41,1165.867862
-334.4,22,1165.934106
-1504.2,63,1166.021271
-549.8,40,1166.06483
-94.3,26,1166.096023
-337.7,25,1168.180499
-2104.2,75,1168.287436
-1049.8,50,1168.363781
-2856.4,92,1168.444234
-2206.4,79,1168.608025
-3308.6,103,1168.722442
-238.8,24,1168.745077
-3207.5,100,1168.912522
-2357.5,83,1169.041573
-2206.4,79,1169.096507
-1204.2,57,1169.148386
-1806.4,71,1169.277957
-2055.3,75,1169.441906
-6058.6,158,1169.694816
-695.4,39,1169.781871
-2704.2,87,1169.894162
-3207.5,100,1170.028273
-1354.2,60,1170.13817
-1402.0,59,1170.244206
-850.9,47,1170.353242
-2354.2,80,1170.541304
-855.3,51,1170.64063
-1253.1,57,1170.762434
-2407.5,84,1170.911561
-92.1,24,1170.958981
-899.8,47,1171.026673
-299.8,35,1171.065068
-2955.3,93,1171.205626
-9308.6,223,1173.422911
-902.0,49,1173.477337
-1303.1,58,1173.556198
-897.6,45,1173.662581
-2806.4,91,1173.835937
-141.0,24,1173.863687
-1453.1,61,1173.958287
-652.0,44,1174.037466
-3358.6,104,1174.181574
-1555.3,65,1174.260894
-1296.5,52,1174.400444
14.5,16,1174.448247
-442.1,31,1174.531732
-2105.3,76,1174.639374
-2304.2,79,1174.743275
-1102.0,53,1174.835514
-953.1,51,1174.929867
-1400.9,58,1175.09901
-1353.1,59,1175.168216
-144.3,27,1175.201445
-3108.6,99,1175.308082
-1003.1,52,1175.378073
-495.4,35,1175.444773
-849.8,46,1175.532918
-1702.0,65,1175.638863
-147.6,30,1175.679185
-645.4,38,1175.734192
-1099.8,51,1175.799594
-243.2,28,1175.839051
-1147.6,50,1175.9067
-297.6,33,1175.938514
-698.7,42,1176.001696
-3107.5,98,1176.133614
-1603.1,64,1176.190826
-1003.1,52,1176.285997
-2405.3,82,1176.449723
-2454.2,82,1178.76018
-1152.0,54,1178.823558
-1404.2,61,1178.898759
-2349.8,76,1178.978134
-1056.4,56,1179.089781
-1503.1,62,1179.176749
-1153.1,55,1179.309424
-392.1,30,1179.344087
-242.1,27,1179.364975
-1302.0,57,1179.439692
-1354.2,60,1179.507899
-448.7,37,1179.559115
-1103.1,54,1179.649687
-903.1,50,1179.704624
-446.5,35,1179.738224
-1303.1,58,1179.807953
-2607.5,88,1179.935889
-1455.3,63,1180.037147
-2055.3,75,1180.258019
-1148.7,51,1180.328619
-1203.1,56,1180.401558
-1153.1,55,1180.493057
-193.2,27,1180.546558
-4207.5,120,1180.718432
-1755.3,69,1180.784891
-397.6,35,1180.829674
-1299.8,55,1180.92931
-1652.0,64,1181.037976
-344.3,31,1181.098011
-548.7,39,1181.192915
-495.4,35,1181.27547
-748.7,43,1181.334235
-348.7,35,1181.401628
-647.6,40,1181.471622
-93.2,25,1181.516297
-3306.4,101,1181.6776
-394.3,32,1181.736772
-1754.2,68,1181.926157
-1455.3,63,1184.492904
-1348.7,55,1184.578551
-956.4,54,1184.662059
-2155.3,77,1184.752238
-3703.1,106,1184.931321
-445.4,34,1184.98752
-4707.5,130,1185.128887
-342.1,29,1185.163029
-2157.5,79,1185.300612
-2105.3,76,1185.465863
-1555.3,65,1185.579069
-3005.3,94,1185.68597
-1053.1,53,1185.732453
-747.6,42,1185.778351
-139.9,23,1185.86482
-1902.0,69,1185.99289
-143.2,26,1186.053724
-950.9,49,1186.163448
-5708.6,151,1186.406571
-1146.5,49,1186.472316
-347.6,34,1186.538188
-20908.6,455,1187.022941
-2707.5,90,1187.16218
-2806.4,91,1187.433651
-496.5,36,1187.478599
-1703.1,66,1189.837448
-446.5,35,1189.886499
-746.5,41,1189.947743
-539.9,31,1189.993656
-752.0,46,1190.055541
-804.2,49,1190.130337
-296.5,32,1190.21468
-752.0,46,1190.335673
-2253.1,77,1190.50555
-2204.2,77,1190.651015
-3758.6,112,1190.878916
-1853.1,69,1190.965753
-1053.1,53,1191.057395
-398.7,36,1191.121644
-296.5,32,1191.181298
-1657.5,69,1191.31323
-803.1,48,1191.392889
-2305.3,80,1191.576612
-3458.6,106,1191.729846
-1453.1,61,1191.860809
-193.2,27,1191.887903
-848.7,45,1191.939862
-2955.3,93,1192.127416
-853.1,49,1192.180772
-2406.4,83,1192.318062
-5708.6,151,1192.493499
-2705.3,88,1192.579461
-598.7,40,1192.624436
-2507.5,86,1192.809462
-1403.1,60,1192.936253
-903.1,50,1193.092578
-1452.0,60,1193.238837
-496.5,36,1193.32484
-1756.4,70,1193.402371
-3707.5,110,1195.839122
-37.7,19,1195.869522
-1254.2,58,1195.936298
-748.7,43,1196.02038
-1403.1,60,1196.114013
-1604.2,65,1196.202423
-948.7,47,1196.288104
-852.0,48,1196.376127
-1049.8,50,1196.486447
-346.5,33,1196.573297
-5058.6,138,1196.731128
-1756.4,70,1196.813809
-495.4,35,1196.873119
-396.5,34,1196.935287
-1205.3,58,1197.107069
-544.3,35,1197.198635
-2104.2,75,1197.388885
-3006.4,95,1197.528173
-802.0,47,1197.599499
-446.5,35,1197.646881
-496.5,36,1197.687869
-550.9,41,1197.733344
-2355.3,81,1197.868389
-1250.9,55,1197.948634
-1403.1,60,1198.015648
-136.6,20,1198.04142
-596.5,38,1198.092906
-2354.2,80,1198.210582
-1605.3,66,1198.351846
-188.8,23,1198.412021
-1900.9,68,1198.510273
-1404.2,61,1198.589058
-3658.6,110,1198.80801
-1855.3,71,1198.908496
-186.6,21,1198.949725
-1156.4,58,1199.102496
-1103.1,54,1201.435104
-2308.6,83,1201.553365
-1299.8,55,1201.649202
-847.6,44,1201.729457
-1154.2,56,1201.80252
-1655.3,67,1201.959383
-2803.1,88,1202.069632
-1704.2,67,1202.144291
-2155.3,77,1202.316066
-752.0,46,1202.410856
-2556.4,86,1202.557958
-5258.6,142,1202.768361
-2705.3,88,1202.895521
-604.2,45,1202.933061
-1707.5,70,1203.011124
-1657.5,69,1203.117192
-1050.9,51,1203.161197
-550.9,41,1203.224068
-4107.5,118,1203.340506
-1404.2,61,1203.407901
-1103.1,54,1203.495455
-849.8,46,1203.570889
-3207.5,100,1203.773856
-3058.6,98,1203.874183
-2154.2,76,1203.980386
-349.8,36,1204.091581
-3005.3,94,1204.226469
-2007.5,76,1204.313212
-2205.3,78,1206.793325
-2057.5,77,1206.900051
