#{"t_start": 1710787735.6762125, "env_id": "None"}
r,l,t
-348.7,35,2338.074612
-4557.5,127,2338.188623
-302.0,37,2338.22263
-950.9,49,2338.270624
-2656.4,88,2338.353632
-702.0,45,2338.399642
-1300.9,56,2338.453622
-1654.2,66,2338.522631
-2254.2,78,2338.591632
-1254.2,58,2338.648623
-446.5,35,2338.682679
-1049.8,50,2338.728626
-1453.1,61,2338.791622
-286.6,23,2338.820622
-502.0,41,2338.863627
-7158.6,180,2339.062624
-2307.5,82,2342.075439
-3007.5,96,2342.207436
-1303.1,58,2342.274447
-292.1,28,2342.307437
-1202.0,55,2342.371437
-2003.1,72,2342.445469
-749.8,44,2342.489461
-1853.1,69,2342.566438
-2005.3,74,2342.635457
-1005.3,54,2342.686494
-36.6,18,2342.704495
-3206.4,99,2342.797437
-2556.4,86,2342.891437
-2805.3,90,2342.977555
-899.8,47,2343.020598
-399.8,37,2343.365263
-2055.3,75,2343.433273
-1455.3,63,2343.487277
-1955.3,73,2343.552276
-2505.3,84,2343.624276
-853.1,49,2343.667274
-292.1,28,2343.690272
-654.2,46,2343.731272
-3108.6,99,2343.818263
-653.1,45,2343.855271
-646.5,39,2343.887307
-89.9,22,2343.907264
-802.0,47,2343.948305
-1052.0,52,2344.020274
-899.8,47,2344.073307
-1057.5,57,2344.131277
-1103.1,54,2344.181277
-5208.6,141,2344.33628
-1054.2,54,2346.646668
-1402.0,59,2346.728667
-746.5,41,2346.786664
-648.7,41,2346.857669
-2706.4,89,2346.948679
-3006.4,95,2347.037663
-553.1,43,2347.075695
-2055.3,75,2347.140676
-496.5,36,2347.171708
-2508.6,87,2347.246677
-904.2,51,2347.287676
-2207.5,80,2347.352674
-2857.5,93,2347.429669
-1904.2,71,2347.487675
-1004.2,53,2347.569676
-1753.1,67,2347.627674
-1657.5,69,2347.68588
-1405.3,62,2347.737652
-2657.5,89,2347.809668
-906.4,53,2347.854689
-41.0,22,2347.873677
-197.6,31,2347.901691
-189.9,24,2347.922674
-798.7,44,2347.962678
-1000.9,50,2348.001704
-2107.5,78,2348.076675
-904.2,51,2348.120711
-395.4,33,2348.151669
-1156.4,58,2348.20271
-652.0,44,2348.23967
-749.8,44,2348.282661
-1757.5,71,2348.340671
-545.4,36,2348.371669
-1402.0,59,2348.422671
-88.8,21,2348.467928
-192.1,26,2348.490969
-2206.4,79,2348.56593
-1655.3,67,2350.918767
-396.5,34,2350.973767
-596.5,38,2351.040767
-3207.5,100,2351.138764
-549.8,40,2351.17879
-4708.6,131,2351.294774
-294.3,30,2351.320776
-139.9,23,2351.340783
-2306.4,81,2351.408796
-796.5,42,2351.447765
-1048.7,49,2351.518778
-653.1,45,2351.573774
-850.9,47,2351.630765
-1507.5,66,2351.689775
-46.5,27,2351.716792
-2205.3,78,2351.838778
-645.4,38,2351.873774
-1954.2,72,2351.940778
-2606.4,87,2352.039765
-345.4,32,2352.088778
-2007.5,76,2352.169765
-653.1,45,2352.215765
-1953.1,71,2352.285778
-448.7,37,2352.322762
-395.4,33,2352.356764
-1804.2,69,2352.419778
-1104.2,55,2352.472775
-2006.4,75,2352.544306
-1004.2,53,2352.602316
-1149.8,52,2352.660319
-1098.7,50,2352.709344
-1203.1,56,2352.76432
-2608.6,89,2352.880306
-544.3,35,2352.914354
-1205.3,58,2352.970306
-499.8,39,2353.008309
-1053.1,53,2355.578031
-3508.6,107,2355.73003
-87.7,20,2355.75603
-748.7,43,2355.804043
-389.9,28,2355.835116
-449.8,38,2355.874113
-748.7,43,2355.921103
-2354.2,80,2355.998104
-5257.5,141,2356.118148
-93.2,25,2356.139118
-5608.6,149,2356.264103
-1303.1,58,2356.315151
-794.3,40,2356.349102
-345.4,32,2356.380104
-3153.1,95,2356.481113
-239.9,25,2356.502112
-548.7,39,2356.537104
-547.6,38,2356.570116
-947.6,46,2356.617102
-856.4,52,2356.666116
-1102.0,53,2356.725141
-448.7,37,2356.760117
-1552.0,62,2356.817113
-2357.5,83,2356.889104
-700.9,44,2356.931103
-2053.1,73,2356.991117
-545.4,36,2357.025108
-1152.0,54,2357.082113
-3158.6,100,2357.170115
-593.2,35,2357.201106
-497.6,37,2357.236112
-1456.4,64,2357.28915
-1455.3,63,2357.371104
-2258.6,82,2357.441106
-1755.3,69,2357.503104
-2155.3,77,2360.137496
-2208.6,81,2360.248497
-445.4,34,2360.290498
-2757.5,91,2360.383493
-546.5,37,2360.417493
-2507.5,86,2360.497509
-87.7,20,2360.514534
-3007.5,96,2360.601511
-696.5,40,2360.640512
-1907.5,74,2360.73651
-1255.3,59,2360.803507
-2557.5,87,2360.895495
-1999.8,69,2360.984505
-3257.5,101,2361.098522
-189.9,24,2361.12151
-1154.2,56,2361.179546
-2557.5,87,2361.261497
-2404.2,81,2361.333689
-2906.4,93,2361.411709
-5208.6,141,2361.524744
-2607.5,88,2361.596715
-389.9,28,2361.618709
-1403.1,60,2361.666722
-394.3,32,2361.695701
-2004.2,73,2361.754709
-3407.5,104,2361.846714
-6107.5,158,2361.999708
-446.5,35,2362.0307
-753.1,47,2362.068699
-397.6,35,2362.0997
-1304.2,59,2364.636301
-2808.6,93,2364.769354
-500.9,40,2364.814308
-548.7,39,2364.854308
-1200.9,54,2364.907323
-547.6,38,2364.948319
-947.6,46,2364.990312
-555.3,45,2365.033091
-1805.3,70,2365.097101
-1907.5,74,2365.167102
-997.6,47,2365.210104
-1354.2,60,2365.272145
-1706.4,69,2365.369109
-1457.5,65,2365.434073
-1199.8,53,2365.481074
-397.6,35,2365.514063
-1604.2,65,2365.570075
-3706.4,109,2365.663061
-847.6,44,2365.700063
-753.1,47,2365.739064
-1855.3,71,2365.799061
-297.6,33,2365.831063
-1598.7,60,2365.885072
-798.7,44,2365.922069
-1000.9,50,2365.96807
-650.9,43,2366.028067
-895.4,43,2366.080061
-1600.9,62,2366.136072
-1806.4,71,2366.200076
-1555.3,65,2366.257065
-904.2,51,2366.330369
-1102.0,53,2366.37638
-753.1,47,2366.416424
-37.7,19,2366.433379
-697.6,41,2366.467411
-141.0,24,2366.486379
-950.9,49,2366.528379
-1803.1,68,2366.585378
-195.4,29,2369.207433
-1254.2,58,2369.289433
-191.0,25,2369.328443
-952.0,50,2369.395433
-603.1,44,2369.445431
-853.1,49,2369.498431
-1856.4,72,2369.577451
-439.9,29,2369.606446
-2607.5,88,2369.703439
-1503.1,62,2369.765476
-2256.4,80,2369.851445
-4007.5,116,2370.006474
-292.1,28,2370.034438
-745.4,40,2370.070445
-1555.3,65,2370.13044
-4957.5,135,2370.24444
-345.4,32,2370.272475
-796.5,42,2370.315624
-1754.2,68,2370.378679
-197.6,31,2370.409646
-848.7,45,2370.476648
-2657.5,89,2370.585644
-1953.1,71,2370.665634
-2755.3,89,2370.768646
-800.9,46,2370.819676
-1854.2,70,2370.889645
-999.8,49,2370.944643
-9808.6,233,2371.197677
-1155.3,57,2371.249636
-1956.4,74,2371.320643
-2306.4,81,2371.391638
-648.7,41,2374.050437
-799.8,45,2374.148432
-1307.5,62,2374.235446
-596.5,38,2374.279434
-3057.5,97,2374.381432
-1257.5,61,2374.439434
-1303.1,58,2374.499436
-348.7,35,2374.535434
-194.3,28,2374.567434
-1152.0,54,2374.618443
-1452.0,60,2374.672477
-446.5,35,2374.706433
-3907.5,114,2374.852443
-1400.9,58,2374.901442
-903.1,50,2374.949447
-3205.3,98,2375.035442
-403.1,40,2375.070161
-1604.2,65,2375.128175
-2305.3,80,2375.20618
-504.2,43,2375.24918
-2555.3,85,2375.31918
-7858.6,194,2375.465174
-747.6,42,2375.499171
-7208.6,181,2375.683171
-1305.3,60,2375.734179
-744.3,39,2375.766179
-1052.0,52,2375.810172
-1356.4,62,2375.865556
-1653.1,65,2375.919565
-1147.6,50,2375.96458
-185.5,20,2375.982575
-953.1,51,2378.338027
-1046.5,47,2378.41203
-847.6,44,2378.483031
-754.2,48,2378.559031
18.9,12,2378.57103
-1756.4,70,2378.650039
-1049.8,50,2378.736044
-2306.4,81,2378.825083
-1256.4,60,2378.881082
-1705.3,68,2378.941051
-1052.0,52,2378.987037
-1607.5,68,2379.095799
-1653.1,65,2379.148818
-1253.1,57,2379.197453
-995.4,45,2379.235421
-1204.2,57,2379.288494
-1306.4,61,2379.340497
-855.3,51,2379.383481
-3106.4,97,2379.47149
-1052.0,52,2379.517481
-1802.0,67,2379.574492
13.4,17,2379.593484
-546.5,37,2379.629482
-447.6,36,2379.669486
-597.6,39,2379.708499
-600.9,42,2379.745504
-139.9,23,2379.766524
-1003.1,52,2379.814549
-1450.9,59,2379.864583
-2405.3,82,2379.934638
-487.7,28,2379.961606
-552.0,42,2380.043476
-1497.6,57,2380.088519
-399.8,37,2380.12247
-1354.2,60,2380.172531
-2356.4,82,2380.239525
-2005.3,74,2380.300532
-1705.3,68,2380.353535
-298.7,34,2380.383523
-2103.1,74,2382.749163
-2003.1,72,2382.832163
-1102.0,53,2382.895164
-2957.5,95,2382.992174
-1003.1,52,2383.04923
-697.6,41,2383.09523
-1052.0,52,2383.152241
-752.0,46,2383.197233
-1252.0,56,2383.24724
-699.8,43,2383.336238
-294.3,30,2383.36323
-593.2,35,2383.394253
-1154.2,56,2383.44325
-400.9,38,2383.475234
-345.4,32,2383.502238
-647.6,40,2383.537274
-1654.2,66,2383.595245
-1252.0,56,2383.639241
-903.1,50,2383.682283
-1303.1,58,2383.730272
-292.1,28,2383.751276
-1452.0,60,2383.801269
-849.8,46,2383.83828
-2357.5,83,2383.910328
-848.7,45,2383.94627
-1649.8,62,2383.995278
-143.2,26,2384.017269
-1154.2,56,2384.068279
-3405.3,102,2384.201076
-292.1,28,2384.223073
-3156.4,98,2384.301068
-1506.4,65,2384.354077
-1402.0,59,2384.405079
-1056.4,56,2384.465067
-344.3,31,2384.500208
-245.4,30,2384.536206
-1002.0,51,2384.599195
-1404.2,61,2384.671205
-3607.5,108,2387.229412
-947.6,46,2387.286412
-950.9,49,2387.348412
-93.2,25,2387.378412
-1250.9,55,2387.434412
-5008.6,137,2387.554412
-400.9,38,2387.587409
-796.5,42,2387.627423
-598.7,40,2387.711422
-143.2,26,2387.732484
-652.0,44,2387.768473
-2157.5,79,2387.834456
-1802.0,67,2387.888463
-849.8,46,2387.928467
-497.6,37,2387.960461
-696.5,40,2387.993463
-1354.2,60,2388.042437
-899.8,47,2388.081433
-4957.5,135,2388.220443
-2058.6,78,2388.304428
-493.2,33,2388.33744
-194.3,28,2388.366441
-553.1,43,2388.40944
-1404.2,61,2388.472439
-3408.6,105,2388.571974
-2658.6,90,2388.701466
-1350.9,57,2388.75149
-1306.4,61,2388.811407
-1048.7,49,2388.880411
-437.7,27,2388.920408
-3957.5,115,2389.063406
-194.3,28,2389.091408
-389.9,28,2389.119406
-1650.9,63,2389.180574
-694.3,38,2389.214418
-191.0,25,2389.23741
-1153.1,55,2391.560093
-2758.6,92,2391.689094
-1800.9,66,2391.766093
-400.9,38,2391.803106
-243.2,28,2391.835106
-1704.2,67,2391.902108
-744.3,39,2391.938092
-647.6,40,2391.978103
-1903.1,70,2392.066105
-446.5,35,2392.098106
-3756.4,110,2392.188093
-4657.5,129,2392.289108
-1556.4,66,2392.343092
-495.4,35,2392.370102
-298.7,34,2392.401092
-1203.1,56,2392.450103
-3856.4,112,2392.542105
-904.2,51,2392.584105
-143.2,26,2392.609095
-999.8,49,2392.65227
-1253.1,57,2392.70126
-597.6,39,2392.735276
-950.9,49,2392.78526
-895.4,43,2392.822263
-3805.3,110,2392.946274
-2954.2,92,2393.035275
-3958.6,116,2393.138269
-1254.2,58,2393.194262
-643.2,36,2393.230273
-345.4,32,2393.264259
-345.4,32,2393.295261
-2605.3,86,2393.368272
-499.8,39,2393.401271
-191.0,25,2393.421307
-495.4,35,2393.453269
-1152.0,54,2395.897381
-652.0,44,2395.964378
-494.3,34,2396.017379
-1605.3,66,2396.102389
-1306.4,61,2396.164379
-953.1,51,2396.215409
-756.4,50,2396.264388
-245.4,30,2396.296389
-849.8,46,2396.369377
-2654.2,86,2396.451382
-805.3,50,2396.500427
-800.9,46,2396.544425
-5158.6,140,2396.664376
-2003.1,72,2396.727376
-1299.8,55,2396.774117
-7108.6,179,2396.929096
-1152.0,54,2396.976098
-600.9,42,2397.016096
-1300.9,56,2397.086642
-1199.8,53,2397.157632
-603.1,44,2397.199629
-3556.4,106,2397.293496
-2204.2,77,2397.384649
-949.8,48,2397.434635
-7658.6,190,2397.605444
-3054.2,94,2397.691454
-345.4,32,2397.718491
-553.1,43,2397.761471
-397.6,35,2397.793444
-2058.6,78,2397.863453
-546.5,37,2397.925477
-1804.2,69,2400.553653
-905.3,52,2400.641642
-1350.9,57,2400.718652
-2103.1,74,2400.807645
-1704.2,67,2400.883053
-1957.5,75,2401.030981
-344.3,31,2401.063983
-2105.3,76,2401.142983
-3807.5,112,2401.243564
-3408.6,105,2401.334592
-903.1,50,2401.378799
-1755.3,69,2401.437799
-948.7,47,2401.483814
-3458.6,106,2401.581193
-1654.2,66,2401.641134
-2604.2,85,2401.71939
-292.1,28,2401.747097
-1154.2,56,2401.799107
-2304.2,79,2401.878108
-394.3,32,2401.909109
-952.0,50,2401.985801
-852.0,48,2402.029775
-1254.2,58,2402.083344
-1652.0,64,2402.143362
-3657.5,109,2402.241795
-2105.3,76,2402.313132
-1355.3,61,2402.367168
-543.2,34,2402.400127
-696.5,40,2402.437124
-1304.2,59,2402.497126
-245.4,30,2402.526123
-602.0,43,2402.565396
-1404.2,61,2402.619385
-395.4,33,2405.134308
-1452.0,60,2405.229323
-191.0,25,2405.266307
-1399.8,57,2405.343321
-803.1,48,2405.394324
-1905.3,72,2405.467345
-1150.9,53,2405.546336
-293.2,29,2405.571338
-698.7,42,2405.616043
-453.1,41,2405.654054
-652.0,44,2405.696118
-546.5,37,2405.730146
-748.7,43,2405.768118
-749.8,44,2405.810116
-2404.2,81,2405.883187
-1098.7,50,2405.929172
-2556.4,86,2406.003893
-492.1,32,2406.032919
-752.0,46,2406.079931
-546.5,37,2406.120975
-547.6,38,2406.170947
-137.7,21,2406.19494
-1202.0,55,2406.258962
-1453.1,61,2406.330663
-1753.1,67,2406.401731
-1804.2,69,2406.474726
-1252.0,56,2406.560726
-2757.5,91,2406.657722
-1305.3,60,2406.720753
-1306.4,61,2406.794788
-1557.5,67,2406.868803
-2308.6,83,2406.947161
-1903.1,70,2407.014126
-3957.5,115,2407.118214
-848.7,45,2407.159171
-2656.4,88,2407.23318
-1104.2,55,2409.647315
-191.0,25,2409.695311
-1404.2,61,2409.789319
-247.6,32,2409.834311
-1253.1,57,2409.897313
-1049.8,50,2409.969313
-798.7,44,2410.060324
-447.6,36,2410.096328
-797.6,43,2410.137327
-499.8,39,2410.177337
-145.4,28,2410.202325
-2655.3,87,2410.280322
-2005.3,74,2410.347324
-449.8,38,2410.380874
-998.7,48,2410.425845
-342.1,29,2410.452873
-549.8,40,2410.499843
-700.9,44,2410.539836
-2307.5,82,2410.613833
-2157.5,79,2410.681845
-1405.3,62,2410.735845
-1654.2,66,2410.799833
-1104.2,55,2410.858881
-902.0,49,2410.903847
-803.1,48,2410.948854
-2957.5,95,2411.070837
-599.8,41,2411.109893
-1506.4,65,2411.168974
-1103.1,54,2411.216984
-493.2,33,2411.247983
-1955.3,73,2411.30899
-954.2,52,2411.350992
-2557.5,87,2411.426985
-796.5,42,2411.463984
-649.8,42,2411.498984
-2557.5,87,2411.572994
-93.2,25,2411.594027
-2157.5,79,2411.659992
-547.6,38,2411.690967
-3307.5,102,2414.178419
-294.3,30,2414.225449
-3757.5,111,2414.399408
-1954.2,72,2414.465518
-391.0,29,2414.49353
-1203.1,56,2414.543542
-346.5,33,2414.570539
-1856.4,72,2414.63154
-241.0,26,2414.65354
-552.0,42,2414.698529
-2055.3,75,2414.770555
-798.7,44,2414.815543
-242.1,27,2414.844545
-2005.3,74,2414.916538
-653.1,45,2414.964541
-1852.0,68,2415.04353
-1254.2,58,2415.110346
-950.9,49,2415.159359
-2007.5,76,2415.246343
-1303.1,58,2415.300344
-1655.3,67,2415.409118
-958.6,56,2415.456156
-1855.3,71,2415.514613
-4107.5,118,2415.609659
-1405.3,62,2415.661613
-1903.1,70,2415.717668
-1454.2,62,2415.769665
-546.5,37,2415.802623
-1504.2,63,2415.857779
-544.3,35,2415.88478
-1803.1,68,2415.94577
-37.7,19,2415.961771
-700.9,44,2415.998793
-2206.4,79,2416.06642
-1100.9,52,2416.11153
-3307.5,102,2418.618447
-446.5,35,2418.679448
-241.0,26,2418.766462
-1255.3,59,2418.827449
-2607.5,88,2418.909447
-2657.5,89,2418.985459
-1957.5,75,2419.050447
-449.8,38,2419.08246
-4307.5,122,2419.178457
-2254.2,78,2419.237463
-446.5,35,2419.266306
-1457.5,65,2419.321363
-3256.4,100,2419.400324
-546.5,37,2419.434317
-744.3,39,2419.508318
-696.5,40,2419.546329
-1306.4,61,2419.60632
-1149.8,52,2419.655378
-1907.5,74,2419.769324
-1705.3,68,2419.831325
-2157.5,79,2419.898325
-2408.6,85,2419.967505
-902.0,49,2420.010505
9.0,21,2420.028512
-1654.2,66,2420.081511
-753.1,47,2420.120506
-1858.6,74,2420.18255
-344.3,31,2420.211538
-1455.3,63,2420.275505
-754.2,48,2420.324511
-1299.8,55,2420.375551
-4808.6,133,2420.487506
-187.7,22,2422.890751
-747.6,42,2422.947747
-797.6,43,2422.999745
-348.7,35,2423.129744
-1050.9,51,2423.182745
-1348.7,55,2423.24276
-952.0,50,2423.293743
-1455.3,63,2423.351753
-1958.6,76,2423.416788
-1958.6,76,2423.481751
-1049.8,50,2423.523758
-650.9,43,2423.562756
-752.0,46,2423.601787
-1305.3,60,2423.655758
-1756.4,70,2423.712752
-2006.4,75,2423.769743
-89.9,22,2423.790775
-549.8,40,2423.821765
-1353.1,59,2423.871757
-2356.4,82,2423.938757
-603.1,44,2423.971832
-1553.1,63,2424.066425
-653.1,45,2424.10543
-1054.2,54,2424.160422
-3007.5,96,2424.244413
-2006.4,75,2424.324632
-1704.2,67,2424.38065
-191.0,25,2424.401684
-903.1,50,2424.444653
-697.6,41,2424.479684
-1807.5,72,2424.535684
-1653.1,65,2424.589646
-1904.2,71,2424.646662
-502.0,41,2424.681643
-1206.4,59,2424.73065
-1607.5,68,2424.782643
-2253.1,77,2427.262279
-1046.5,47,2427.33428
-1450.9,59,2427.495278
-5708.6,151,2427.709283
-494.3,34,2427.757316
-803.1,48,2427.820281
-802.0,47,2427.883805
-1804.2,69,2427.978795
-144.3,27,2428.013832
-1755.3,69,2428.096785
-453.1,41,2428.148794
-1705.3,68,2428.235784
-749.8,44,2428.302784
-2705.3,88,2428.399833
-4207.5,120,2428.525801
-852.0,48,2428.571832
-746.5,41,2428.618795
-700.9,44,2428.677798
-1506.4,65,2428.799784
-1254.2,58,2428.864853
-1252.0,56,2428.919784
-1152.0,54,2428.974814
-1354.2,60,2429.033819
-1300.9,56,2429.090784
-352.0,38,2429.126799
-2755.3,89,2429.209786
-748.7,43,2429.250792
-392.1,30,2429.281783
-1954.2,72,2429.353787
-2707.5,90,2429.439799
-344.3,31,2429.466112
-1405.3,62,2429.528076
-2355.3,81,2429.607078
-502.0,41,2429.681069
-7257.5,181,2432.742695
-1406.4,63,2432.819689
-697.6,41,2432.86969
-748.7,43,2432.918687
-492.1,32,2432.955694
-3106.4,97,2433.051737
-1502.0,61,2433.118689
-2007.5,76,2433.201705
-1455.3,63,2433.266692
-1556.4,66,2433.334734
-1250.9,55,2433.39269
-647.6,40,2433.432691
-802.0,47,2433.480737
-649.8,42,2433.524699
-1305.3,60,2433.581502
-1455.3,63,2433.644499
-950.9,49,2433.693452
-3108.6,99,2433.835995
-293.2,29,2433.866948
-1106.4,57,2433.927948
-1756.4,70,2433.993949
-3304.2,99,2434.083992
-1205.3,58,2434.142946
-2557.5,87,2434.245986
-849.8,46,2434.293976
-552.0,42,2434.334977
-443.2,32,2434.375978
-88.8,21,2434.396987
-336.6,24,2434.42501
-1957.5,75,2434.500966
-1048.7,49,2434.548964
-646.5,39,2434.589972
-1154.2,56,2434.645922
-443.2,32,2434.67797
-1906.4,73,2434.7569
-1102.0,53,2434.832896
-345.4,32,2437.485312
-2254.2,78,2437.600312
-394.3,32,2437.654386
-1704.2,67,2437.730367
-3408.6,105,2437.839356
-1706.4,69,2437.909366
-650.9,43,2437.949372
-800.9,46,2437.997367
-239.9,25,2438.022359
-1150.9,53,2438.076355
-2407.5,84,2438.154378
-1607.5,68,2438.217365
-849.8,46,2438.2644
-1205.3,58,2438.328405
-696.5,40,2438.388356
-2256.4,80,2438.516355
-497.6,37,2438.595402
-796.5,42,2438.646403
-2155.3,77,2438.743371
-1450.9,59,2438.818356
-141.0,24,2438.85537
-1557.5,67,2438.946373
-247.6,32,2438.985357
-652.0,44,2439.044369
-2154.2,76,2439.123377
-3156.4,98,2439.216365
-700.9,44,2439.260365
-750.9,45,2439.303367
-498.7,38,2439.343356
-239.9,25,2439.366355
-646.5,39,2439.402354
-5457.5,145,2439.532357
-1004.2,53,2439.581364
-848.7,45,2439.626356
-1206.4,59,2439.756562
-952.0,50,2439.802563
-650.9,43,2442.397019
10.1,20,2442.428016
-2607.5,88,2442.549016
-2904.2,91,2442.650051
-1552.0,62,2442.714025
-2808.6,93,2442.807037
-3257.5,101,2442.907015
-1404.2,61,2443.002029
-2255.3,79,2443.084016
-347.6,34,2443.118014
63.4,16,2443.136017
-1205.3,58,2443.207036
-193.2,27,2443.23903
-1705.3,68,2443.311019
-442.1,31,2443.343016
-2756.4,90,2443.591862
-4004.2,113,2443.685854
-1350.9,57,2443.734895
-1048.7,49,2443.780861
-444.3,33,2443.810855
-1049.8,50,2443.858863
-2556.4,86,2443.939884
-756.4,50,2443.985871
-1154.2,56,2444.041852
-453.1,41,2444.079853
-2806.4,91,2444.160861
-1807.5,72,2444.225854
-245.4,30,2444.252858
-1154.2,56,2444.308875
-2056.4,76,2444.391868
-9107.5,218,2444.628821
-903.1,50,2447.171742
-1155.3,57,2447.262711
-646.5,39,2447.331704
-798.7,44,2447.388709
-595.4,37,2447.431705
-853.1,49,2447.488711
-438.8,28,2447.517712
-1650.9,63,2447.584706
-1854.2,70,2447.659718
-697.6,41,2447.698706
-1056.4,56,2447.758727
-748.7,43,2447.799715
-3108.6,99,2447.89453
-902.0,49,2447.942538
-1303.1,58,2447.996231
-1954.2,72,2448.062286
-241.0,26,2448.089251
-3558.6,108,2448.213269
-293.2,29,2448.243255
-1656.4,68,2448.310293
-2755.3,89,2448.394242
-498.7,38,2448.430293
-1300.9,56,2448.484067
-2305.3,80,2448.560523
-549.8,40,2448.597525
-450.9,39,2448.633523
-1304.2,59,2448.692522
-4858.6,134,2448.816525
9.0,21,2448.840556
-1202.0,55,2448.894523
-2006.4,75,2448.968518
-194.3,28,2449.001522
-850.9,47,2449.060528
-804.2,49,2449.135515
-1455.3,63,2449.247512
-800.9,46,2449.315516
-2158.6,80,2452.033513
-1505.3,64,2452.136536
-196.5,30,2452.191518
-1955.3,73,2452.282516
-1806.4,71,2452.37556
-2907.5,94,2452.466526
-2008.6,77,2452.541512
-94.3,26,2452.564512
-2105.3,76,2452.63371
-896.5,44,2452.677755
-1655.3,67,2452.739711
-3205.3,98,2452.825718
-549.8,40,2452.861721
-697.6,41,2452.899724
-6508.6,167,2453.08271
-1653.1,65,2453.136736
-1755.3,69,2453.197718
-3057.5,97,2453.287718
-142.1,25,2453.31271
-2355.3,81,2453.385712
-2904.2,91,2453.467709
-2254.2,78,2453.580711
-2405.3,82,2453.662711
-2156.4,78,2453.737725
-1154.2,56,2453.789718
-239.9,25,2453.81271
-745.4,40,2453.851713
-545.4,36,2453.889725
-1354.2,60,2453.974722
-800.9,46,2454.016677
-647.6,40,2454.058664
-3057.5,97,2454.143708
-504.2,43,2456.831664
-902.0,49,2456.904674
-904.2,51,2456.978664
-1653.1,65,2457.050666
-1800.9,66,2457.119694
-1106.4,57,2457.179675
-1353.1,59,2457.243675
-443.2,32,2457.275665
-144.3,27,2457.301666
-1097.6,49,2457.351666
-952.0,50,2457.399677
-2155.3,77,2457.473679
-596.5,38,2457.508673
-1204.2,57,2457.560675
-1955.3,73,2457.649954
-1755.3,69,2457.715963
-242.1,27,2457.745966
-1099.8,51,2457.797954
-550.9,41,2457.842965
-954.2,52,2457.900967
-445.4,34,2457.935968
-1404.2,61,2457.998965
-950.9,49,2458.045967
-1754.2,68,2458.110254
-496.5,36,2458.146261
-2354.2,80,2458.22925
-2103.1,74,2458.298262
-1500.9,60,2458.359265
-948.7,47,2458.401262
-2099.8,71,2458.473254
-802.0,47,2458.51725
-1153.1,55,2458.575265
-794.3,40,2458.613264
-702.0,45,2458.690277
-5808.6,153,2458.842261
-446.5,35,2458.882262
-1252.0,56,2458.946251
-1203.1,56,2462.003408
-137.7,21,2462.041406
-602.0,43,2462.101407
-2003.1,72,2462.190426
-546.5,37,2462.241405
-802.0,47,2462.298421
-904.2,51,2462.360406
-1098.7,50,2462.417404
-345.4,32,2462.456425
-3557.5,107,2462.561416
-1453.1,61,2462.624455
-2106.4,77,2462.697414
-1304.2,59,2462.756451
-3257.5,101,2462.882417
-649.8,42,2462.926416
-1202.0,55,2462.980409
-797.6,43,2463.027413
-2104.2,75,2463.100417
-1554.2,64,2463.162414
-2604.2,85,2463.289423
-1347.6,54,2463.346404
-1905.3,72,2463.432411
-803.1,48,2463.490422
-1302.0,57,2463.549416
-399.8,37,2463.592417
-3458.6,106,2463.696415
-2803.1,88,2463.778413
-1048.7,49,2463.826415
-850.9,47,2463.897481
-352.0,38,2463.932475
-443.2,32,2463.964469
-1600.9,62,2464.026475
-3108.6,99,2464.116476
-239.9,25,2464.143473
-343.2,30,2464.174475
-1702.0,65,2466.869495
-903.1,50,2466.944492
-2908.6,95,2467.069841
-402.0,39,2467.112858
-595.4,37,2467.152852
-2706.4,89,2467.243861
-903.1,50,2467.294218
-192.1,26,2467.31825
-4057.5,117,2467.425207
-2703.1,86,2467.502235
-1254.2,58,2467.578206
-1903.1,70,2467.642357
-1656.4,68,2467.700358
-1505.3,64,2467.758354
-2254.2,78,2467.828357
-948.7,47,2467.882345
-600.9,42,2467.936362
-6608.6,169,2468.092345
-853.1,49,2468.140364
-1805.3,70,2468.203348
-1954.2,72,2468.271347
-43.2,24,2468.292359
-1755.3,69,2468.374358
-397.6,35,2468.411358
-2005.3,74,2468.482356
-1353.1,59,2468.545495
-296.5,32,2468.608511
-1400.9,58,2468.662495
-5358.6,144,2468.793495
-895.4,43,2468.832495
-2706.4,89,2468.921525
-844.3,41,2471.498248
-902.0,49,2471.59225
-898.7,46,2471.673249
-3607.5,108,2471.798247
-495.4,35,2471.84326
-902.0,49,2471.895247
-452.0,40,2471.938274
-2307.5,82,2472.015261
-2655.3,87,2472.096258
-1755.3,69,2472.176265
-795.4,41,2472.242258
-1654.2,66,2472.306248
-1052.0,52,2472.359262
-1256.4,60,2472.41726
-3458.6,106,2472.518269
-594.3,36,2472.550248
-546.5,37,2472.591249
-498.7,38,2472.626261
-94.3,26,2472.65425
-798.7,44,2472.695256
-1202.0,55,2472.748257
-1754.2,68,2472.821267
-1648.7,61,2472.889262
-2056.4,76,2472.956248
-243.2,28,2472.982257
-1300.9,56,2473.037275
-546.5,37,2473.07438
-750.9,45,2473.117425
-2955.3,93,2473.208438
-850.9,47,2473.296438
-1248.7,53,2473.366436
-598.7,40,2473.431425
-2106.4,77,2473.543435
-2356.4,82,2473.640423
-1603.1,64,2473.710424
-402.0,39,2473.748424
-1404.2,61,2476.641031
-3107.5,98,2476.776033
-1500.9,60,2476.859046
-304.2,39,2476.909046
-343.2,30,2476.945041
-196.5,30,2476.980045
-447.6,36,2477.028453
-547.6,38,2477.074435
-1905.3,72,2477.146422
